Date, State, District, Positivity
2021-05-12,RAJASTHAN,RAJSAMAND,0.5197132616487455
2021-05-12,RAJASTHAN,JHALAWAR,0.3870246085011186
2021-05-12,RAJASTHAN,KOTA,0.3766822757272962
2021-05-12,RAJASTHAN,UDAIPUR,0.3759031622407807
2021-05-12,RAJASTHAN,PRATAPGARH,0.3617021276595745
2021-05-12,RAJASTHAN,BHARATPUR,0.35990338164251207
2021-05-12,RAJASTHAN,BANSWARA,0.328804347826087
2021-05-12,RAJASTHAN,HANUMANGARH,0.29605263157894735
2021-05-12,RAJASTHAN,JHUNJHUNU,0.2912966252220249
2021-05-12,RAJASTHAN,JAIPUR,0.28026011599767464
2021-05-12,RAJASTHAN,CHURU,0.2802056555269923
2021-05-12,RAJASTHAN,GANGANAGAR,0.2774566473988439
2021-05-12,RAJASTHAN,BHILWARA,0.27678879062823014
2021-05-12,RAJASTHAN,BUNDI,0.2617801047120419
2021-05-12,RAJASTHAN,DAUSA,0.24471299093655588
2021-05-12,RAJASTHAN,BARMER,0.24444444444444444
2021-05-12,RAJASTHAN,JODHPUR,0.24116464310571495
2021-05-12,RAJASTHAN,ALWAR,0.23227981046358262
2021-05-12,RAJASTHAN,TONK,0.2169811320754717
2021-05-12,RAJASTHAN,SAWAI MADHOPUR,0.21455938697318008
2021-05-12,RAJASTHAN,SIKAR,0.21148036253776434
2021-05-12,RAJASTHAN,NAGAUR,0.16704805491990846
2021-05-12,RAJASTHAN,SIROHI,0.16495806150978565
2021-05-12,RAJASTHAN,KARAULI,0.15378833433553818
2021-05-12,RAJASTHAN,PALI,0.15309446254071662
2021-05-12,RAJASTHAN,CHITTORGARH,0.12603305785123967
2021-05-12,RAJASTHAN,DHOLPUR,0.11026615969581749
2021-05-12,SIKKIM,EAST DISTRICT,0.25050369375419745
2021-05-12,SIKKIM,SOUTH DISTRICT,0.22614840989399293
2021-05-12,SIKKIM,NORTH DISTRICT,0.1875
2021-05-12,SIKKIM,WEST DISTRICT,0.18452380952380953
2021-05-12,TAMIL NADU,TIRUVANNAMALAI,0.44345592956067137
2021-05-12,TAMIL NADU,KRISHNAGIRI,0.3372415706951575
2021-05-12,TAMIL NADU,RANIPET,0.3113990226162064
2021-05-12,TAMIL NADU,COIMBATORE,0.30298933011963197
2021-05-12,TAMIL NADU,TIRUPPUR,0.3023671281822242
2021-05-12,TAMIL NADU,CHENNAI,0.29867591663669574
2021-05-12,TAMIL NADU,NAGAPATTINAM,0.2800624094505739
2021-05-12,TAMIL NADU,TUTICORIN,0.2662703518033805
2021-05-12,TAMIL NADU,THENI,0.2654432483202081
2021-05-12,TAMIL NADU,VIRUDHUNAGAR,0.2571428571428571
2021-05-12,TAMIL NADU,DINDIGUL,0.251124829967563
2021-05-12,TAMIL NADU,ERODE,0.24522589659990685
2021-05-12,TAMIL NADU,VILLUPURAM,0.2440499671268902
2021-05-12,TAMIL NADU,CHENGALPATTU,0.23431016597510373
2021-05-12,TAMIL NADU,TENKASI,0.22698178237321517
2021-05-12,TAMIL NADU,KANNIYAKUMARI,0.22229074165433316
2021-05-12,TAMIL NADU,THANJAVUR,0.21999915757550229
2021-05-12,TAMIL NADU,KANCHIPURAM,0.20761933904528765
2021-05-12,TAMIL NADU,TIRUNELVELI,0.2070198105081826
2021-05-12,TAMIL NADU,TIRUPATHUR,0.1950419527078566
2021-05-12,TAMIL NADU,THIRUVALLUR,0.19447740448181172
2021-05-12,TAMIL NADU,KARUR,0.1862815147494131
2021-05-12,TAMIL NADU,KALLAKURICHI,0.18457957190711408
2021-05-12,TAMIL NADU,TIRUCHIRAPPALLI,0.18269742928429256
2021-05-12,TAMIL NADU,VELLORE,0.17846085802742148
2021-05-12,TAMIL NADU,DHARMAPURI,0.1753942279083606
2021-05-12,TAMIL NADU,RAMANATHAPURAM,0.16127975540511028
2021-05-12,TAMIL NADU,SALEM,0.1549261679980634
2021-05-12,TAMIL NADU,NAMAKKAL,0.1405379500389385
2021-05-12,TAMIL NADU,MADURAI,0.13616243409423956
2021-05-12,TAMIL NADU,THIRUVARUR,0.13441031862588596
2021-05-12,TAMIL NADU,CUDDALORE,0.12760506478789968
2021-05-12,TAMIL NADU,THE NILGIRIS,0.12377981282077086
2021-05-12,TAMIL NADU,PERAMBALUR,0.12297181895815543
2021-05-12,TAMIL NADU,SIVAGANGA,0.10949667616334283
2021-05-12,TRIPURA,WEST TRIPURA,0.17929910350448247
2021-05-12,UTTAR PRADESH,GHAZIABAD,0.27910889453048715
2021-05-12,UTTAR PRADESH,MUZAFFARNAGAR,0.24988085199985335
2021-05-12,UTTAR PRADESH,MORADABAD,0.23914689933048563
2021-05-12,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,0.2387478087838158
2021-05-12,UTTAR PRADESH,MEERUT,0.2289295649974709
2021-05-12,UTTAR PRADESH,BAREILLY,0.22890092153902222
2021-05-12,UTTAR PRADESH,SAHARANPUR,0.20631983488719663
2021-05-12,UTTAR PRADESH,HAPUR,0.19860999732691795
2021-05-12,UTTAR PRADESH,AMROHA,0.19343512262595094
2021-05-12,UTTAR PRADESH,GHAZIPUR,0.19270580062521708
2021-05-12,UTTAR PRADESH,MATHURA,0.18655808788535772
2021-05-12,UTTAR PRADESH,PILIBHIT,0.17723060271933977
2021-05-12,UTTAR PRADESH,RAMPUR,0.1741952460310499
2021-05-12,UTTAR PRADESH,BIJNOR,0.17203591233166093
2021-05-12,UTTAR PRADESH,CHANDAULI,0.16243309829241356
2021-05-12,UTTAR PRADESH,BUDAUN,0.16114290595370293
2021-05-12,UTTAR PRADESH,JHANSI,0.14984384759525296
2021-05-12,UTTAR PRADESH,BALLIA,0.14585748064351617
2021-05-12,UTTAR PRADESH,KHERI,0.14087236147757257
2021-05-12,UTTAR PRADESH,BAGHPAT,0.1402068366621931
2021-05-12,UTTAR PRADESH,SHAMLI,0.12817245407242223
2021-05-12,UTTAR PRADESH,AZAMGARH,0.1274059003051882
2021-05-12,UTTAR PRADESH,FARRUKHABAD,0.12475811041548093
2021-05-12,UTTAR PRADESH,SHAHJAHANPUR,0.12007347362536437
2021-05-12,UTTAR PRADESH,LUCKNOW,0.11823608584033299
2021-05-12,UTTAR PRADESH,KUSHI NAGAR,0.11728717234980283
2021-05-12,UTTAR PRADESH,ETAH,0.11709298306256481
2021-05-12,UTTAR PRADESH,AURAIYA,0.11555003345120902
2021-05-12,UTTAR PRADESH,GORAKHPUR,0.11519556421399671
2021-05-12,UTTAR PRADESH,KANPUR NAGAR,0.11015478390924612
2021-05-12,UTTAR PRADESH,JALAUN,0.10937758421081648
2021-05-12,UTTAR PRADESH,PRATAPGARH,0.10578393881453155
2021-05-12,UTTAR PRADESH,VARANASI,0.10199393767168703
2021-05-12,UTTAR PRADESH,BAHRAICH,0.1007624150010303
2021-05-12,UTTARAKHAND,NAINITAL,0.3410080524903072
2021-05-12,UTTARAKHAND,DEHRADUN,0.2885867735940175
2021-05-12,UTTARAKHAND,UDAM SINGH NAGAR,0.27355390845877586
2021-05-12,UTTARAKHAND,PAURI GARHWAL,0.24421052631578946
2021-05-12,UTTARAKHAND,TEHRI GARHWAL,0.22992185293286885
2021-05-12,UTTARAKHAND,CHAMOLI,0.21484784889821615
2021-05-12,UTTARAKHAND,CHAMPAWAT,0.20105248954257185
2021-05-12,UTTARAKHAND,RUDRA PRAYAG,0.19792498004788509
2021-05-12,UTTARAKHAND,UTTAR KASHI,0.19623315715030148
2021-05-12,UTTARAKHAND,PITHORAGARH,0.19077533476607703
2021-05-12,UTTARAKHAND,ALMORA,0.13452914798206278
2021-05-12,UTTARAKHAND,BAGESHWAR,0.11839293346630574
2021-05-12,UTTARAKHAND,HARIDWAR,0.11065673963773752
2021-05-12,WEST BENGAL,24 PARAGANAS NORTH,0.460019150559099
2021-05-12,WEST BENGAL,KOLKATA,0.43596215251690457
2021-05-12,WEST BENGAL,NADIA,0.39599520258643167
2021-05-12,WEST BENGAL,PASCHIM BARDHAMAN,0.37932230831502256
2021-05-12,WEST BENGAL,BIRBHUM,0.3611261925075622
2021-05-12,WEST BENGAL,HOWRAH,0.3574612296017976
2021-05-12,WEST BENGAL,DINAJPUR UTTAR,0.35716918540361225
2021-05-12,WEST BENGAL,DARJEELING,0.32673735395421083
2021-05-12,WEST BENGAL,MALDAH,0.32632967925294354
2021-05-12,WEST BENGAL,JALPAIGURI,0.3186921653300432
2021-05-12,WEST BENGAL,24 PARAGANAS SOUTH,0.3025431762911669
2021-05-12,WEST BENGAL,DINAJPUR DAKSHIN,0.28717681762970676
2021-05-12,WEST BENGAL,MEDINIPUR EAST,0.2849949108051642
2021-05-12,WEST BENGAL,HOOGHLY,0.271650133837191
2021-05-12,WEST BENGAL,PURBA BARDHAMAN,0.25404326822096196
2021-05-12,WEST BENGAL,MURSHIDABAD,0.2503988347090241
2021-05-12,WEST BENGAL,MEDINIPUR WEST,0.24723546234509056
2021-05-12,WEST BENGAL,BANKURA,0.24716171894710284
2021-05-12,WEST BENGAL,KALIMPONG,0.22784810126582278
2021-05-12,WEST BENGAL,PURULIA,0.2008532226449902
2021-05-12,WEST BENGAL,JHARGRAM,0.13570909090909092
2021-05-12,WEST BENGAL,ALIPURDUAR,0.11709784088698696
2021-05-12,WEST BENGAL,COOCHBEHAR,0.11635937194605511
